,id,image_link,group_id,entity_name,entity_value,numeric_value,unit,ocr_text
2889,228298,https://m.media-amazon.com/images/I/51SQGoT0jfL.jpg,145452,height,8.2 inch,8.2,inch,"THE PERFECT SIZE 500 ml 24 0z H: 8.2 INCH 21 CM B: 3.74 INCH 9,5 CM"
2890,228299,https://m.media-amazon.com/images/I/51PjpVLR0bL.jpg,526954,height,52.0 inch,52.0,inch,"52"" 22"""
2891,228300,https://m.media-amazon.com/images/I/611i8J-ayXL.jpg,478357,height,28.34 inch,28.34,inch,"15. 31. 62.9"" 28.34"" 9.44"" 28.34""-35.42"" 11.02"" 49"" 74"" 15.35"" 11.02"""
2892,228304,https://m.media-amazon.com/images/I/41309WD7pwL.jpg,659650,height,2.75 inch,2.75,inch,"CAn'T believe IT'S NOT Metall It""$ Porcelain etae Eicareitn 10"" Dad W 2.75"" 6.75"" Size: 10""x6.75""x2.75"""
2893,228305,https://m.media-amazon.com/images/I/51+x0h05y-L.jpg,488883,height,9.8 inch,9.8,inch,"Size Displsy Max Weight] 12.5"" Capacity: 300 LBS 9.8"" 3.9 2.1"
2894,228313,https://m.media-amazon.com/images/I/51xKFr5gQKL.jpg,347404,height,26.8 inch,26.8,inch,"224 cm(88.2"" ) F 7' "") 8 I 40 cm(1s:"
2895,228315,https://m.media-amazon.com/images/I/51SQrzQwVbL.jpg,292475,height,4.72 inch,4.72,inch,6 5 8 g 4.72 in / 12.00 cm
2896,228316,https://m.media-amazon.com/images/I/51pszsKXpJL.jpg,459271,height,3.0 foot,3.0,foot,A |DANGER | YOU Can ESCAceat- les boutons de vers de Ia retraction de LOSE ' YOUR oar BALANCE Pousser verrouillage Tinterieur lors Fechelle.
2897,228320,https://m.media-amazon.com/images/I/61F5Kd8f+LS.jpg,347404,height,24.0 inch,24.0,inch,2.1 inch 24 inch 0.78 inch 1.2 inch
2898,228323,https://m.media-amazon.com/images/I/51IATuZehAL.jpg,452717,height,5.89 inch,5.89,inch,8 5' 8 g 8.25 in / 21.00 cm
2899,228326,https://m.media-amazon.com/images/I/51elEtYxDSL.jpg,507619,height,3.94 inch,3.94,inch,"6"" 3.94"" 7.09"""
2900,228327,https://m.media-amazon.com/images/I/617zPUeypkL.jpg,292475,height,2.48 inch,2.48,inch,30 0z Capacity Normal capacity 32 Oz 320Z Maximum capacity 7.08 inch 2.48 inch
2901,228328,https://m.media-amazon.com/images/I/51PiBYccZ4S.jpg,385140,height,1.1 inch,1.1,inch,21W Solar 1 8 ((&f 240 65cm 25.5in C5 J d SOLAR21 CHARGER E 1 29cm 11.4in Charger
2902,228329,https://m.media-amazon.com/images/I/61BCExNDTkL.jpg,599772,height,3.0 inch,3.0,inch,4.3in 16in 3in 1.2in 9.8in 3in 3in 3in 1.2in 1.5in 3in Hardware included 3in X24 X24 PACK PACK 6.3in
2903,228330,https://m.media-amazon.com/images/I/51yufya1u3L.jpg,764417,height,18.0 inch,18.0,inch,"30"" (76.5cm) 18"" (46cm) 12"" (30.Scm)"
2904,228335,https://m.media-amazon.com/images/I/21jlhugQNHL.jpg,524117,height,21.0 inch,21.0,inch,21 in 52 cm
2905,228339,https://m.media-amazon.com/images/I/616-0A7b1zL.jpg,469317,height,40.35 inch,40.35,inch,"4.33"" Mcm %0 Torin Bla REd 35"" 8 ; 42.5cm 16.73"""
2906,228344,https://m.media-amazon.com/images/I/615sk6iOEsL.jpg,311997,height,59.1 inch,59.1,inch,"200 5olb POUNDS 5olb g 5olb 5olb 23.6"" 14.2"""
2907,228346,https://m.media-amazon.com/images/I/51pNjNiwP2L.jpg,276611,height,70.8 inch,70.8,inch,"10.7 30.8' 12.5' 70.8 23.6' 21.8' 47. 3.9"""
2908,228348,https://m.media-amazon.com/images/I/51Xdt0pYJZL.jpg,306956,height,4.0 inch,4.0,inch,"3lle= Fad 4in 1 No:: ssS N3? #ckCozng Repud Heae n6 5uesp PRO+ {cltxtae"" suiss ~de 6elsUtvcu yebtat Maker Sandwich SP-SW750.4 Model 070 750w POWER: O J beinich Retn Cemen e fatn Jorei'Uru SuEs Pad-"
2909,228349,https://m.media-amazon.com/images/I/61DXAGam3YS.jpg,866516,height,3.34 inch,3.34,inch,Pink Duck Car Decoration Material: Silica gel Suitable Place: Stick it anywhere you like 3.34in 2.16 in
2910,228351,https://m.media-amazon.com/images/I/418basH9EJL.jpg,149708,height,19.68 inch,19.68,inch,7.08in/18cm 19.68in /50cm
2911,228355,https://m.media-amazon.com/images/I/618xPM4OMUL.jpg,931856,height,12.6 inch,12.6,inch,x12 x4 x2 x5 2.4in x2 12.6in x4
2912,228356,https://m.media-amazon.com/images/I/616TKGw0otL.jpg,436140,height,6.57 inch,6.57,inch,"11.61"" (29.5 cm) 6.57"" (16.7 cm) (26 5.24"" (13.3 cm) 4.92"" 8.74"" cm) (22.2 (12.5 cm) 5.51"" 10.23"" cm) (14 _ cm)"
2913,228369,https://m.media-amazon.com/images/I/51Pf9os6xML.jpg,192915,height,4.55 inch,4.55,inch,4.5 in / 11.5 cm 4.1 in 10.3 cm
2914,228370,https://m.media-amazon.com/images/I/51dX-m-ryLL.jpg,721542,height,8.7 foot,8.7,foot,"25.6"" 35.4"" 66.1"" 118.1"" 118.1"" 8,7""1"
2915,228372,https://m.media-amazon.com/images/I/61CUaKo0DJL.jpg,648011,height,10.0 inch,10.0,inch,"Woj' xoollnomajiuos-aubunybil '4pBIuOJ 01 0844 [81 aseaid 'qonpojd Jno YIIM sanssi Kue aney nox pinoys 1 OT cdnjauId inamuu piqcunuld ummmun 01ns-037 Sup?W supag CentaunaGneh Belns Melns 86(691 7"" 1 J""  EC IREPI ennenumiet Ledn7 Ccneaeue 1 UK IREP CurbizuC2uGa Jeeannn LED-GU10 Voltuge Base Power Celour Lumen 3 3 220-ZA0V GU1O 2700k 355 AeltutaTL Seetl Made in China LruE vcdleri III -JijDnt"
2916,228373,https://m.media-amazon.com/images/I/412+YVYkLPL.jpg,849273,height,16.9 inch,16.9,inch,16.9 in / 43 cm TUEDONG 19.6 in / 50 cm
2917,228374,https://m.media-amazon.com/images/I/51CQNosLYtL.jpg,764417,height,13.58 inch,13.58,inch,12.6in 32cm 1 1 43. 12.68-20.59in 32.2-34.2cm .1-46.2cm .19in 16.97-18_
2918,228375,https://m.media-amazon.com/images/I/51TaDrAb9kL.jpg,737148,height,20.0 inch,20.0,inch,"PUREPLUS RFNZOBB 20"" X 4.5"" Whole House Iron| Manganese Water Filter Heavy Duty Replacement Filter Reduces iron, manganese sediment and particles Filtration Accuracy 5 BPA FREE Qo0i 1935780- 140 229 8071148,0,1TXS 00 Micron 0700t at"
2919,228378,https://m.media-amazon.com/images/I/612uJJfiuzL.jpg,843434,height,6.75 inch,6.75,inch,"Cover Modifications (6"") Tower Only (7 A_ If you have a cover it will need to be modified, removed, or replaced: You will need an opening of at least 6.0"" by Z.25""_with the Safety Restraint or an opening of 5.5""X 6.75"" without: Perform cover modifications atyour own risk B_ It is recommended that you obtain the help of a professional to modify aquarium covers, especially when cutting glass_ 5.5"" 6.75"" Restraint) ',25"""
2920,228384,https://m.media-amazon.com/images/I/61CISt2FHSL.jpg,347404,height,10.0 inch,10.0,inch,SIZE Before loading soil After loading soil 1Oin 13.2in 10in 15in
2921,228385,https://m.media-amazon.com/images/I/51yjNgEt02L.jpg,237000,height,71.0 inch,71.0,inch,"PRODUCT SIZE TIPS: PLEASE MEASURE YOUR SOFA BEFORE PURCHASING. 32"" 48 Medium 71 102"" 47"" _ 68"" Large 71 118"" 68"" 85' X-Large 71 134"" 85"" _ 115"" XX-Large 71"
2922,228393,https://m.media-amazon.com/images/I/51q3faaSpgL.jpg,961155,height,2.5 inch,2.5,inch,ExressCage Li SASISATA SSDIHDD Mobile Rack with (Ultral Slim ODD Bay 5.25' Bay Zntte 9-3 C Cojttltu Ce Do [etcot 4 (ANHTEET.TJ Lcaret DEVICE M 0 0 0 Package Content Device User Manual Screws Power Cable
2923,228395,https://m.media-amazon.com/images/I/617jfu-BaPS.jpg,721542,height,8.0 foot,8.0,foot,"4-PuSiTIUN ADJUSTABLE LEGS allow you to customize your canopy size 8'2"" 8'11"" 5'6"" 6'3"" 2,4 m - 2,7 m 1,7 m - 1,9 m 9'11"" 10'4"" 3 m - 3,2 m"
2924,228399,https://m.media-amazon.com/images/I/51M0ZEWw0fL.jpg,521308,height,33.0 inch,33.0,inch,"2 1 85"" Height  33"" 33"" Length 85"" Length Width"
2925,228402,https://m.media-amazon.com/images/I/51Eohd64dAL.jpg,970563,height,3.9 inch,3.9,inch,3.1 in 8.0 cm 3.9 in / 10.0 cm
2926,228403,https://m.media-amazon.com/images/I/618TuJvtOLL.jpg,810266,height,3.4 inch,3.4,inch,Size Information Capacity: 9 ounces 72 Pieces In Total 3 inchl7.5 cm 5 3 _ 2 inch/5.3 cm 1
2927,228410,https://m.media-amazon.com/images/I/41OebkXdjIL.jpg,594224,height,4.53 inch,4.53,inch,"3.15"" 4.53"" 9.45"""
2928,228418,https://m.media-amazon.com/images/I/614PebqUKcL.jpg,558806,height,8.46 inch,8.46,inch,8.46 in / 21.5 cm 6.81 in / 17.3 cm Miyharuv
2929,228419,https://m.media-amazon.com/images/I/614njqJcWLL.jpg,478357,height,23.6 inch,23.6,inch,23.6 in 15.7 in 22.8 in
2930,228422,https://m.media-amazon.com/images/I/612gUWepCtL.jpg,913156,height,14.0 inch,14.0,inch,"14"" 11'"
2931,228425,https://m.media-amazon.com/images/I/613ZzghX40L.jpg,120219,height,4.9 inch,4.9,inch,Perfect size 14cm/5.Sin 9.5cm/3.7in Top view Side view 6 17cm/6.7in 23cm/9in
2932,228426,https://m.media-amazon.com/images/I/41Oq+VFQfmL.jpg,558832,height,10.56 inch,10.56,inch,"amazon basics slider storage bags Enmnmalie CCMnti 90 90 LAGS - 9'16,N % 26.8cm;' 76 5 gallon"
2933,228428,https://m.media-amazon.com/images/I/51M-A7lVV2L.jpg,145452,height,8.9 inch,8.9,inch,8.9 in 22.7 cm Hydro Flask 2.9 in 7.4 cm 20 oz / 591mL Wide Mouth
2934,228430,https://m.media-amazon.com/images/I/61FmZQCbyhL.jpg,978900,height,2.0 inch,2.0,inch,"8"" Square Baking Cake Pans with Clear Lids SIZE: 8""x8"" 2"" SQUARE BAKING CAKE PANS WITH CLEAR LIDS"
2935,228431,https://m.media-amazon.com/images/I/51ARfbuqDRL.jpg,963595,height,1.5 inch,1.5,inch,"8 TORX T(mm) T1O 13/32"" 2,74 T15 19/32"" 3,27 T20 25/32"" 3,86 T25 63/64"" 4,43 T30 1"" 5,52 T40 11/2"" 6,3 ScoNTDD OPnS 2"
2936,228433,https://m.media-amazon.com/images/I/517CUhV0e3L.jpg,752266,height,16.73 inch,16.73,inch,"4.3"" Product Size 4"
2937,228437,https://m.media-amazon.com/images/I/51EF1EuIEpL.jpg,347404,height,2.9 inch,2.9,inch,5.2inch 4.7inch 2.9inch 4 inch
2938,228439,https://m.media-amazon.com/images/I/617mKQ6WfPL.jpg,161371,height,10.2 inch,10.2,inch,9.9 in 41324 Dhiu 1324 notn nedbucomcont 8 10.2 inch AINAvIO AINAvITO Head Unit Frame + Head Unit Power Cable RCA Cable Car Microphone GPS Module Gift Gift S AINAVI 2* USB Cable Reversing Control Cable 1080P Rear View Camera Frame Removal Tool The cables of each model may be different; please refer t0 the actual cable received.
2939,228444,https://m.media-amazon.com/images/I/51pCi7ZUl7L.jpg,752266,height,4.84 inch,4.84,inch,17.Scm 6.89in 12cm 4.72in 12.3cm 4.84in 1 1 Scm
2940,228445,https://m.media-amazon.com/images/I/51xTOocYlOS.jpg,442321,height,29.5 inch,29.5,inch,"40 100 cm(39.4"" ) 7"" 7 In cm(15."
2941,228452,https://m.media-amazon.com/images/I/51jXTbJwUfL.jpg,558832,height,9.2 inch,9.2,inch,"4.9"" 1202/3/41b/340 orunldtooha 3 3 CAPCITY:1202/3/41b/340g SIZE:9.2""x4.9""+2.6"" 2.6"""
2942,228456,https://m.media-amazon.com/images/I/41ZKoDofYqL.jpg,478357,height,42.0 inch,42.0,inch,"42"" 20"" 47"""
2943,228458,https://m.media-amazon.com/images/I/51+Pasfx3ZL.jpg,442321,height,28.0 inch,28.0,inch,"Multi-purpose Folding Table Dimensions: 81cm (I) x 51 cm (w) x 73cms (h) 1 32"" W 3 Applications: Coffee Table 8 Kitchen Table Clothes Ironing Study Table Work From Home Table, etc 20"" S1cm 8Ocm"
2944,228459,https://m.media-amazon.com/images/I/51aO5s47WNL.jpg,417434,height,0.75 foot,0.75,foot,1.97 8 31 9
2945,228462,https://m.media-amazon.com/images/I/61Em41a4cIL.jpg,120219,height,5.0 inch,5.0,inch,6.3IN 0 4 8. 4IN 2IN 9.21N
2946,228465,https://m.media-amazon.com/images/I/619K0jUnwzL.jpg,844474,height,15.4 inch,15.4,inch,"adidas LIFETIME WARRANTY Size 28 Liters HYDROSHIELD Water Resistant Material Tech Friendly Lined 15.4"" CPU and Tablet Sleeves ULTRARIDE Padded Tricot Back Panel  Reflective Branding_ High Visibility Accessory Storage_ Internal Zippered Organization Media Pocket Scratch-Resistant Pocket Key Fob Key Storage Large : adidas"
2947,228466,https://m.media-amazon.com/images/I/51tPyGF-XsL.jpg,752266,height,72.0 inch,72.0,inch,Dimension 5.12 inch (13Omm) MAX 72 inch (180Omm) 5.12 inch (13Omm) 20 inch (S0Omm) 24 inch (60Omm)
2948,228470,https://m.media-amazon.com/images/I/61AevXZ0CyL.jpg,202651,height,2.0 inch,2.0,inch,2 for all 2x2 inch receiver 1.4 inch (o 2 inch 3.13 inch inch
2949,228473,https://m.media-amazon.com/images/I/611gvtUgrJL.jpg,113134,height,2.95 inch,2.95,inch,5 F 1 F 0.73 inch 0.73 inch 0.73 inch % F 1 0.73 inch 0.73 inch 0~DUTe
2950,228475,https://m.media-amazon.com/images/I/51XKSnHGevL.jpg,311997,height,52.1 inch,52.1,inch,"51 cm(20"" Y5cm(9.85"" ) 8 37 8 1 0 ~ 47 1 ) cm(14.6"" 20.5 cm(18.4"" cm(8."
2951,228476,https://m.media-amazon.com/images/I/61AwVUX7bFL.jpg,664736,height,1.65 inch,1.65,inch,"1.65"" 7.1"" 10.9"""
2952,228477,https://m.media-amazon.com/images/I/5103VXZf-cL.jpg,503172,height,12.0 inch,12.0,inch,Product Size 1 39inch
2953,228479,https://m.media-amazon.com/images/I/51qHrTRZhRL.jpg,945489,height,9.6 inch,9.6,inch,05.9 CM/D2.3 IN 3 3 3 30OML 30OML
2954,228481,https://m.media-amazon.com/images/I/51JnxomccPL.jpg,416664,height,6.8 inch,6.8,inch,Lights on for 6 hours 6.8 Operated by 2 AA batteries (Not Included) TIMER 42 OFF ON 4 1
2955,228483,https://m.media-amazon.com/images/I/51D4ftBYsxL.jpg,607488,height,22.0 inch,22.0,inch,Square Paddles for 22-inch Snowblower Replace OEM#: 335992 335992MA
2956,228484,https://m.media-amazon.com/images/I/61F2PoeL4wL.jpg,306956,height,7.3 inch,7.3,inch,"7.3"" ON 4J0, 150 130 ON 210 250 OFF Front % Back € 11"" 22.8"" VEVOR"" HEAT LIGht HEAT Light Ftom From OFF"
2957,228485,https://m.media-amazon.com/images/I/51sn3XnZ8wL.jpg,745326,height,5.0 inch,5.0,inch,bbrass Tfale TCATF QUC H Diameter : 3 inches 1  F Weight: 270 gms (single peice)
2958,228486,https://m.media-amazon.com/images/I/618edaBoEyL.jpg,752266,height,15.74 inch,15.74,inch,Freely adjust the light distance The longest distance between the centers of the two lamps is 15.74in_ 3M double-sided tape/suction cup installation
2959,228487,https://m.media-amazon.com/images/I/51dM-WS+-yL.jpg,442321,height,29.5 inch,29.5,inch,"23.6"" 55.1"" 29.5"" 24.8"" 413"" 15.7"""
2960,228490,https://m.media-amazon.com/images/I/619qJ9q9riL.jpg,844474,height,13.0 inch,13.0,inch,"13"" 9.7"" ipad 1 1 3.9"""
2961,228493,https://m.media-amazon.com/images/I/61BSYy92nuL.jpg,416664,height,37.0 inch,37.0,inch,8) 6 2 N light Gift Dat light 3 # (( 5.3in 4.3in mbeec COLoR {NtLyt tagrtr {Modtlint ineaccy 'Aaahrsh {Hac Trsxrkaar 'Seh Lier Nightlight Ambience L 'Retflit Relaxation Party ' 'Grat E 'Mdor Mrrc 'Fc02e 1 WV 4ED Sdee ZZWDEZZZADDDDEZ pnmektos
2962,228501,https://m.media-amazon.com/images/I/51ga7ljNB7L.jpg,648011,height,3.82 inch,3.82,inch,12-PACK 2700K Soft White 3.82IN 4.5 Watts E12 Base (equals to 60w traditional bulbs) P 450 LM 1.38IN LED Saves 80% Energy
2963,228503,https://m.media-amazon.com/images/I/615DMa37itL.jpg,483370,height,10.6 inch,10.6,inch,Product Size 10.6inch 9.Oinch
2964,228507,https://m.media-amazon.com/images/I/51-FYaJ8ubL.jpg,276611,height,33.0 inch,33.0,inch,"108,5 cm( 42.7"" ) i 8 1 {9 C 96,5 cm( 38"" J cm( 7.5"""
2965,228509,https://m.media-amazon.com/images/I/610G3tq9vOL.jpg,810266,height,4.4 inch,4.4,inch,PREMIUM GLASS DURABLE AND HELATHY FOR DAILY USE 80% Capacity 1402 414 ml 100% Capacity 1602 473 ml 3.2 inch 4.4 inch 2.2 inch 00 3 NON LEAD-FREE NON-TOXIC EASY CLEAN DISHWASHER AVAILABLE
2966,228511,https://m.media-amazon.com/images/I/512WGEbF8gL.jpg,464488,height,3.0 inch,3.0,inch,3inch 8inch
2967,228512,https://m.media-amazon.com/images/I/618hBmJ8mbL.jpg,276611,height,64.17 inch,64.17,inch,16.9 Inch 64.17Inch 14.56 Inch
2968,228513,https://m.media-amazon.com/images/I/61GKL-LfTsS.jpg,148807,height,7.8 foot,7.8,foot,PRODUCT SPECIFICATIONS 8.5ft 8 9 14ft 5. 11.6ft 1ft
2969,228514,https://m.media-amazon.com/images/I/51aavACsdDS.jpg,416664,height,18.0 inch,18.0,inch,8.50inch 18.00inch
2970,228516,https://m.media-amazon.com/images/I/617zw6cRQuL.jpg,966823,height,4.23 inch,4.23,inch,"m DESIGN 4,23"" 10.7cm 8.58"" 21.8cm 6"" 15.2cm"
2971,228521,https://m.media-amazon.com/images/I/410oL85WtSL.jpg,801829,height,43.3 inch,43.3,inch,"7 3 J 194 cm(76.4"" cm(47.4"" 120,5"
2972,228528,https://m.media-amazon.com/images/I/61+QsmWZC0L.jpg,648011,height,1.0 inch,1.0,inch,"Lampada LED inteligente Lampadas obedientes Emparelhamento de voz de 10 segundos, mais rapido para experimentar a vida domestica inteligente Interconexao linguistica Com funcao de ritmo musical COIbeu AC 85-265v Typo;E2T powor ISw+JW ZND-00( Suporte Alexa; Google Home e outros controles de voz de som inteligentes Baso Producl"
2973,228533,https://m.media-amazon.com/images/I/61FlYB5qvtL.jpg,640031,height,4.0 inch,4.0,inch,"11.48 My House Devices Rooms My Devices Base Station Lrvirki Roorn OnlIne Water Leak Sensor X-sensE Kltchen A-Scnio Innovationg Co Ltd. Woter Leak Sonsor Modcrasui 9attery 2 2 15 V AAA Water Leak Sanor Irogered Water Leak Sensor 2 ( € Eutltoom Onlino Address: B  Sns Water Leak Sensor 3  15 Kayuan Road; Shar Macle in Chin Water Leak Sensor Triggered  Water Leak Sensor detdcted @ water Ieok at 11*48 AM; Oct. 21,2022.Please act quickly:= Location: Kitchen in My House Reminde Me Lat Silence One Button to Mute Brex>"
2974,228535,https://m.media-amazon.com/images/I/61D1sAXGMkL.jpg,178778,height,6.2 inch,6.2,inch,SIZE SHOW 6.2 in (16 cm) 6.5 in 9 in (17 cm) (23 cm)
2975,228539,https://m.media-amazon.com/images/I/41NrkQyN+2L.jpg,866516,height,2.3 inch,2.3,inch,2.3 in / cm 3.1 in / 8.0 cm 6.0
2976,228542,https://m.media-amazon.com/images/I/51-U0c+ZwNL.jpg,846116,height,2.0 inch,2.0,inch,"2"" 5/16"""
2977,228544,https://m.media-amazon.com/images/I/51EmPcWLRJL.jpg,823083,height,4.3 inch,4.3,inch,1 3
2978,228546,https://m.media-amazon.com/images/I/41AOGmbPgsL.jpg,478357,height,29.0 inch,29.0,inch,"29"" 36"" 36"""
2979,228547,https://m.media-amazon.com/images/I/51smRxe9BqL.jpg,558806,height,4.7 inch,4.7,inch,"4,7 in / 12.0 cm Total 1.0 in / 2.5 cm Diameter: lenght:"
2980,228555,https://m.media-amazon.com/images/I/615vAWjF9ZL.jpg,492950,height,7.0 inch,7.0,inch,"Upgraded thicker, more stable and durable 8"" 4.9"""
2981,228558,https://m.media-amazon.com/images/I/41Nmfh3YA7L.jpg,751532,height,39.4 inch,39.4,inch,"1 90 cm( 35.4"" ) 190 cm( 74.8"" ) 8 2  77"" 95,5 cm( 37.6"" ) 195,5 cm("
2982,228559,https://m.media-amazon.com/images/I/61DqhA1sAXL.jpg,970737,height,7.3 inch,7.3,inch,7.8 inch 7.8 inch Steel Skewer Rack Steel Metal Holder 5.8 inch Bread Rack Stainless Steel Dish 7 Clip
2983,228562,https://m.media-amazon.com/images/I/51D059zfNkL.jpg,276611,height,36.2 inch,36.2,inch,"@f 36.2""H 15.75""D 31.5""W"
2984,228563,https://m.media-amazon.com/images/I/4167vSwjncL.jpg,425150,height,37.0 inch,37.0,inch,"Adjustable 5 Height Levels 5' 37"" 32"""
2985,228565,https://m.media-amazon.com/images/I/51iPinWK5ZL.jpg,952470,height,11.41 inch,11.41,inch,1 8 3 7.08 in / 18 cm
2986,228566,https://m.media-amazon.com/images/I/41PhALL5-eL.jpg,810266,height,5.8 inch,5.8,inch,"5.8 in 14,8 cm"
2987,228574,https://m.media-amazon.com/images/I/615EXbhOi9L.jpg,752266,height,5.1 inch,5.1,inch,"15.75"" Fabric Cloth Lamp Shade 9 Ceiling Holder/ Connecting Box 2 & RAVAES Lamp Cover"
2988,228577,https://m.media-amazon.com/images/I/610C4Hnh3lL.jpg,536334,height,2.9 inch,2.9,inch,8 5 6 3 4.6 in / 11.7 cm
2989,228578,https://m.media-amazon.com/images/I/61-a9aC+1eL.jpg,241608,height,9.0 inch,9.0,inch,"812.8mm(32"") Minimum Cabinet Size 35"" Bowl Depth: 9"" 762mm(30"") 6 6 8 8"
2990,228585,https://m.media-amazon.com/images/I/61+na-FWQjL.jpg,178778,height,8.27 inch,8.27,inch,9 ; 3 ~9in- ~4in-
2991,228595,https://m.media-amazon.com/images/I/51ykpI6K24L.jpg,483370,height,10.0 inch,10.0,inch,"10"""
2992,228596,https://m.media-amazon.com/images/I/615BZi-RQhL.jpg,866516,height,4.4 inch,4.4,inch,2 5 1.5 inch 1.5 inch
2993,228598,https://m.media-amazon.com/images/I/51XWvi1G3aL.jpg,276611,height,19.7 inch,19.7,inch,"3 7 1 8 3 4 3 4 30 cm( 20 9 52,5 cm( - .6"" 11.8"""
2994,228603,https://m.media-amazon.com/images/I/514jRFO2A6L.jpg,173193,height,9.0 inch,9.0,inch,728 3 38 F& 5 5 I /JvAosz JOAoov  daX %5 Ju'
2995,228605,https://m.media-amazon.com/images/I/6120bCWlugL.jpg,375438,height,6.81 inch,6.81,inch,"WhaleLife PERFECT SIZE 441"" 28"" 6.81"" 6.85"" 131"" Watering Can for Plant; 400z/1.4L, Lemon Green"
2996,228609,https://m.media-amazon.com/images/I/41EYzM8l2LL.jpg,292475,height,2.5 inch,2.5,inch,2.5 in / 6.5 cm 7.2 in / 18.5 cm
2997,228611,https://m.media-amazon.com/images/I/6176J7xzU1L.jpg,885644,height,0.75 inch,0.75,inch,"Perfect fitting The filter fits any standard 3/4"" garden hose thread. 3/4"" 3/4"" [ L L 1"
2998,228613,https://m.media-amazon.com/images/I/41ed8slWoJL.jpg,292475,height,1.7 inch,1.7,inch,33in 8.5 cm 1.7 in / 4.5 cm
2999,228618,https://m.media-amazon.com/images/I/51dcq7xZV6L.jpg,866516,height,14.5 inch,14.5,inch,5 6 4 4.1inch
3000,228621,https://m.media-amazon.com/images/I/610YMiF8FhL.jpg,470067,height,11.0 inch,11.0,inch,"unit:inch (mm) 5.6""(143) 2.7""(68) E 2 HOT COLD 2 02""(0852) 8 01.26""(32) [ 4 1 3/8"" 01.4""(035) NOTE: NO Drain Stopper Included 01.4""(35mm) 01-01.18""(25-30mm) 4 (10Omm) Pre drilled hole size Unsuitable sink size : 1.26"" to 1.5""(32mm to 38mm) 1""to 1.2""(25mm to 3Omm) Hole Size Hole Size"
3001,228626,https://m.media-amazon.com/images/I/611ZRpbTxyL.jpg,347404,height,5.3 inch,5.3,inch,4.5 in / 11.5 cm 5.3 in 13.5 cm 6.3 in / 16 cm
3002,228627,https://m.media-amazon.com/images/I/51LLYVYAi+L.jpg,192915,height,4.9 inch,4.9,inch,4.9 Inches 3.2Inches
3003,228630,https://m.media-amazon.com/images/I/51WxjcNCjSL.jpg,261553,height,15.7 inch,15.7,inch,15.7 in / 40 cm 15.7 in 40 cm
3004,228631,https://m.media-amazon.com/images/I/61FufnfUenL.jpg,801829,height,27.0 inch,27.0,inch,"XSCCSCCCS= 27.25"" 22.25"" 400 LBS MAX Support 27"" 18.75"" 45.25"" X== T7- --220.5""-------4 33.75"" 20.5"""
3005,228633,https://m.media-amazon.com/images/I/615WuN59LdL.jpg,751532,height,41.3 inch,41.3,inch,"10.6"" 14.2""' 25."" 29.3"" 93- 1143"" 41,3"" 260 I19.7"" 2/30 /20.4"" SIZE:INCH 40.5"" 21.6"" 77.4"" 667"
3006,228634,https://m.media-amazon.com/images/I/51fnC5NpxvL.jpg,312608,height,46.0 inch,46.0,inch,"Mounts In Three Positions For A Custom Fit Highest Notch 54""H Lowest Notch 46""H"
3007,228639,https://m.media-amazon.com/images/I/51AIbWjfP2L.jpg,939129,height,9.4 inch,9.4,inch,9.4inch 1 5.9 inch
3008,228642,https://m.media-amazon.com/images/I/61+GnVne21L.jpg,793774,height,10.51 inch,10.51,inch,"531 Spray Pattern Power Indicator 10.51"" Power ONIOFF USB Charging Port (USB Cable Included) Water-level Handle Design Indicator 3.94"
3009,228646,https://m.media-amazon.com/images/I/51i-CrtLvKL.jpg,231838,height,13.0 inch,13.0,inch,"3.5"" 8.89cm 2.74"" 2.4"" 6.98cm 6.llcm 1.75"" 4.46cm 0.95"" 2.6 2.43cm 6.6cm 13"" 33cm Unit:Inch"
3010,228648,https://m.media-amazon.com/images/I/519WngvkE3L.jpg,801829,height,23.25 inch,23.25,inch,"23.25"" 30"" 33.5"""
3011,228653,https://m.media-amazon.com/images/I/61EurggHw-L.jpg,276611,height,55.0 inch,55.0,inch,"Modern TV Stand for 55 Inch 55 50"" 42"" 32"
3012,228656,https://m.media-amazon.com/images/I/61Csr6sqeSL.jpg,174276,height,4.33 inch,4.33,inch,7.48in : 1.33in
3013,228659,https://m.media-amazon.com/images/I/41UG92uvpDL.jpg,810266,height,3.5 inch,3.5,inch,3.5 in 9.0 cm 5.1 in / 13 cm LULJRI'  (WI
3014,228660,https://m.media-amazon.com/images/I/61E7xwHocGL.jpg,403664,height,6.1 inch,6.1,inch,1.58in 5.7in 6.1in 0.7in 2.75in
3015,228666,https://m.media-amazon.com/images/I/616wsa00qGL.jpg,550595,height,2.0 inch,2.0,inch,"Fitting Size Connect to 2"" sewer pipes 2"" pipe Connect to 3"" sewer pipes 2.28"" 2.64"" 3"" pipe"
3016,228669,https://m.media-amazon.com/images/I/61EqQMLDJHL.jpg,952353,height,13.0 inch,13.0,inch,"ENERGY Shenzhen Kenowa Electronics Ltd. HD- A A B C D E F G 4 kWh/1oooh 1600 pX 8 R 1 Co., cm 34 13"""
3017,228671,https://m.media-amazon.com/images/I/61CewfpDPaL.jpg,594224,height,2.1 inch,2.1,inch,E1 2 4 IN / 10 CM 9 IN / 23 CM
